,Name,Id,Year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2958,Mine,0dBW6ZsW8skfvoRfgeerBF,2010,0.624,0.757,7,-2.94,1,0.0296,0.00265,1.87e-06,0.189,0.658,121.07
2959,Right Back [ASOT 591] **Tune Of The Year 2010** - Original Mix,4YhM0Z7GTmvv9OQQzeuj72,2010,0.437,0.688,1,-10.288,1,0.0346,0.0477,0.0471,0.723,0.143,137.024
2960,A Warrior's Call,0hTiTU0yqthnByyZDD3bcc,2010,0.374,0.903,10,-4.49,1,0.0825,0.00075,5.85e-06,0.244,0.429,109.118
2961,Ballerina - 2010 Remaster,6sXBIq1DgVxCHOWcLVoBWS,2010,0.464,0.158,9,-16.155,1,0.0334,0.816,0.0671,0.0999,0.0377,100.094
2962,"I See the Light - From ""Tangled"" / Soundtrack Version",6klpXs2uAjagnZMFkt4qkl,2010,0.281,0.139,5,-14.392,1,0.0305,0.829,0.0,0.0725,0.169,92.64
2963,Caledonia - 2010 Remaster,52zHvKOEGbyrhtHnLf1IJ2,2010,0.509,0.831,5,-11.111,0,0.0475,0.0359,8.34e-05,0.354,0.729,133.541
2964,Did It On’em,6Slt6WiWnriaqCb8xXb2ZT,2010,0.562,0.414,7,-7.032,1,0.349,0.0445,0.0,0.204,0.474,155.826
2965,Hannah - 2010 Remaster,7IIjPjzM8IIbD5eVyuzEtS,2010,0.263,0.684,6,-10.562,0,0.0505,0.0437,0.0495,0.293,0.424,121.767
2966,Nowhere To Run,2PJhATOD9dWsevezmfjoMA,2010,0.809,0.668,7,-6.936,1,0.219,0.678,0.0147,0.0865,0.636,119.976
2967,Alethea - 2010 Remaster,4fT9dGTUNVOTYaPJRtYbEQ,2010,0.602,0.734,10,-9.575,0,0.0732,0.0348,1.07e-06,0.0693,0.772,109.731
2968,What's My Name?,6DkXLzBQT7cwXmTyzAB1DJ,2010,0.689,0.784,2,-2.972,1,0.074,0.182,0.0,0.0843,0.561,99.954
2969,Floor Science,0X1JEdqgMN4HBp5taJd7ij,2010,0.717,0.973,10,-6.57,0,0.0519,5.21e-05,0.913,0.059,0.878,127.022
2970,Pretty Good At Drinkin' Beer,6a7wXoZOARI8IqEXObjhDz,2010,0.769,0.678,5,-3.725,1,0.0315,0.427,8.04e-06,0.0939,0.581,106.951
2971,Hold Me - 2010 Remaster,4vIEVv8bIIL9VQYppuDs0P,2010,0.507,0.455,8,-11.353,0,0.0289,0.00151,0.0,0.108,0.497,128.489
2972,Billionaire (feat. Bruno Mars),2qPUnoasNe4Ep43emVXEig,2010,0.633,0.673,6,-6.403,0,0.258,0.297,0.0,0.206,0.659,86.776
2973,Fine Day - 2010 Remaster,3COpQv13vBsWGfP8vN7mVU,2010,0.652,0.688,10,-9.115,0,0.0401,0.0114,0.0,0.149,0.588,106.594
2974,The One That Got Away,6hkOqJ5mE093AQf2lbZnsG,2010,0.691,0.795,1,-4.021,0,0.0355,0.000812,1.02e-06,0.156,0.876,133.971
2975,Daydream - Live / 2010 Remaster,2EVQpdgf4JBNxpCEpkx26S,2010,0.299,0.365,10,-12.182,0,0.0309,0.567,0.000212,0.744,0.115,106.11
2976,Cinderella Man,4SE4yewyGpOYfxfx59Yjc5,2010,0.679,0.908,8,-3.411,1,0.202,0.234,0.0,0.0821,0.687,85.918
2977,"Russians - Live In Berlin, 2010",2WHCgIxiOhsCKnWOEJ5ESd,2010,0.463,0.491,0,-9.44,1,0.0317,0.0628,2.1e-05,0.991,0.171,109.318
2978,Long Hot Summer Day,0kOG4bwpKgRlcJw1NA6csR,2010,0.476,0.652,9,-5.783,1,0.0277,0.0981,0.0,0.0923,0.557,145.356
2979,Lumumba,1jzNNNwksaGMWqSe2Z1Mgb,2010,0.62,0.831,7,-2.443,1,0.0334,0.749,0.398,0.371,0.838,125.727
2980,Mean,5yEPktRqvIhko5QFF3aBhQ,2010,0.568,0.761,4,-3.987,1,0.0459,0.452,0.0,0.217,0.789,163.974
2981,Soumba,6xELwmxpdgaG4k1meS7s27,2010,0.544,0.796,9,-4.065,0,0.0291,0.657,0.00438,0.208,0.748,96.321
2982,El Centenario,65PXVu64xyXCpKczg4K9Cz,2010,0.507,0.569,5,-5.379,1,0.0901,0.384,0.0,0.146,0.968,185.619
2983,Muzingila,2ThlYnuUwECQ0fgvJzykxL,2010,0.505,0.883,2,-7.13,1,0.0335,0.716,0.109,0.205,0.761,100.898
2984,As She's Walking Away (feat. Alan Jackson),34bqWuFJ4X1A3vCObPSNHD,2010,0.553,0.619,3,-7.101,1,0.0308,0.479,0.0,0.123,0.376,183.908
2985,You Wot - Original Bassline Mix featuring MC Bonez,17sL5Fd2i5L2Gprb0hcnIs,2010,0.705,0.795,11,-5.462,0,0.0981,0.113,3.65e-05,0.205,0.864,139.972
2986,She Won't Be Lonely Long,0158TMiGmHyibaDeaUKayX,2010,0.635,0.758,7,-5.772,1,0.0243,0.00643,0.0,0.229,0.322,113.002
2987,Maria Valenta,5978O1GQWDgMWiZgaZYt2q,2010,0.666,0.709,3,-2.219,1,0.11,0.0907,1.69e-05,0.192,0.797,133.685
2988,Na Na Na (Na Na Na Na Na Na Na Na Na),5BB0Jzw60KyfSTyjJqtely,2010,0.411,0.986,8,-2.522,0,0.0583,0.000264,0.00148,0.371,0.649,165.981
2989,Shame the Devil - 2010 Remaster,2ak2DzSMtEBFy5ybRKXnz7,2010,0.588,0.792,6,-9.045,1,0.0453,0.0424,0.0,0.155,0.791,107.411
2990,Back To December,3DrjZArsPsoqbLzUZZV1Id,2010,0.529,0.67,2,-4.663,1,0.0303,0.117,0.0,0.334,0.286,141.893
2991,Messin' the Blues - 2010 Remaster,73cKh7F8MbkpOozVrNWhaF,2010,0.6,0.695,10,-12.271,0,0.0582,0.0178,0.0113,0.0522,0.606,94.156
2992,Love Like Crazy,6Ozp6ac86CSHMik8lbvJuM,2010,0.535,0.725,10,-5.108,1,0.0275,0.0203,1.45e-05,0.176,0.292,78.489
2993,Rock Me Baby - 2010 Remaster,60aE5lK29mwbhSSLnbhAHx,2010,0.502,0.63,0,-12.049,1,0.0495,0.0079,0.289,0.0938,0.518,119.079
2994,That's All She Wrote,6XAA7T9VHcqKQSzjmXAJ8o,2010,0.496,0.785,7,-3.472,1,0.306,0.0328,0.0,0.0941,0.357,170.02
2995,Lady Love - Live / 2010 Remaster,7pgX0cFZg9toilFm8DvWtV,2010,0.302,0.94,8,-8.831,1,0.0732,0.0905,0.00441,0.94,0.271,142.008
2996,No Love,7bHT9osSq1rwT2yaImzqCi,2010,0.522,0.932,11,-2.87,1,0.255,0.119,0.0,0.177,0.33,129.473
2997,It's Only Money - 2010 Remaster,5DlIihcgk1GaDTMYDd7gCd,2010,0.404,0.491,8,-9.542,0,0.0294,0.0889,1.5e-05,0.0462,0.446,112.404
2998,Tighten Up,2MVwrvjmcdt4MsYYLCYMt8,2010,0.504,0.705,6,-6.179,0,0.0665,0.00121,4.12e-06,0.453,0.567,108.965
2999,Honey On The Vine - Remastered 2010,2bQ2ukVpFA7YVJ6EAv5gzp,2010,0.666,0.274,7,-15.068,0,0.116,0.265,1.12e-06,0.159,0.472,118.59
3000,Party In The U.S.A.,5Q0Nhxo0l2bP3pNjpGJwV1,2009,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021
3001,The Year 2003 Minus 25 - Remastered,0sFq478LIo9BFwf2qzMzzF,2009,0.626,0.457,4,-13.785,1,0.0384,0.355,9.2e-06,0.0668,0.474,102.166
3002,Pursuit Of Happiness (Nightmare),5iSEsR6NKjlC9SrIJkyL3k,2009,0.63,0.605,0,-8.951,1,0.0414,0.484,9.29e-05,0.298,0.266,115.277
3003,Ring Ding Dong,4vLqN0bIxIQjlet2mIMBnx,2009,0.835,0.934,1,-1.258,1,0.0431,0.125,0.000501,0.222,0.811,124.98
3004,I Gotta Feeling,4vp2J1l5RD4gMZwGFLfRAu,2009,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96
3005,Year 2008 - MSZ Remix,7FmPp4BjDVaEwhsEO7B7Oe,2009,0.585,0.866,9,-6.126,0,0.034,0.000717,0.846,0.159,0.45,127.009
3006,Bad Romance,0SiywuOBRcynK0uKGWdCnn,2009,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001
3007,100 Years Ago - Remastered,58TvHfaC4Hvf8IfkxT9BFq,2009,0.409,0.799,2,-4.333,0,0.0483,0.732,0.765,0.644,0.624,124.334
3008,Ain't No Rest for the Wicked,3Pzh926pXggbMe2ZpXyMV7,2009,0.636,0.849,0,-7.075,1,0.106,0.0438,0.0,0.372,0.917,156.036
3009,Anthem For The Year 2000,4mc5bOtK8Jq8t6HRTSNvqj,2009,0.629,0.225,10,-28.231,1,0.0446,0.9,0.947,0.106,0.374,140.029
3010,Fireflies,3DamFFqW32WihKkTVlwTYQ,2009,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114
3011,Best of 2009: Whatcha’ Say / Use Somebody / Halo / I'm Yours / Just Dance / I Gotta Feeling,1wkysG5Hk1Qdh0hpNCqNR0,2009,0.445,0.376,11,-6.244,1,0.0298,0.706,0.0,0.27,0.473,129.022
3012,Day 'N' Nite (nightmare),5FEXPoPnzueFJQCPRIrC3c,2009,0.871,0.44,11,-6.25,0,0.0761,0.499,4.15e-06,0.114,0.799,137.996
3013,Anthem For The Year 2000,5qKUNZ6yglgky2BfBaGDKT,2009,0.573,0.115,2,-25.042,1,0.0387,0.991,0.888,0.0815,0.427,130.054
3014,Best I Ever Had,3QLjDkgLh9AOEHlhQtDuhs,2009,0.395,0.922,1,-2.176,1,0.375,0.19,0.0,0.134,0.558,162.361
3015,Scrap Attack (Defqon.1 Anthem 2009),10ZpPhFc9rMNdlyW3WsL0s,2009,0.489,0.875,7,-5.416,1,0.112,0.00306,0.0502,0.0647,0.188,149.984
3016,Neon Moon,3EUl8M6SzxZl03NPkB8mUd,2009,0.698,0.632,9,-6.508,1,0.0247,0.554,0.0,0.118,0.458,102.408
3017,Year 2000,0QXEvVJyHIQhVzci6kBULo,2009,0.693,0.387,9,-13.82,1,0.052,0.00157,0.588,0.108,0.282,129.968
3018,Replay,5vlEg2fT4cFWAqU5QptIpQ,2009,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031
3019,JoJo,4eIio2I0jXuzvQaoYQZWPT,2009,0.761,0.924,2,-3.781,0,0.0331,0.0578,0.0,0.0541,0.78,126.01
3020,Empire State Of Mind,2igwFfvr1OAGX9SKDCPBwO,2009,0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585
3021,Anthem for the Year 2000,3LMpZcOhaz2CUX5rfoCNRs,2009,0.325,0.768,2,-7.51,1,0.0491,0.0426,4.04e-06,0.27,0.454,176.6
3022,Monster,2UREu1Y8CO4jXkbvqAtP7g,2009,0.64,0.957,8,-2.336,1,0.0741,0.0431,0.0,0.0789,0.692,134.992
3023,Y.O.U. (Year Of Us),0Tobkwkbgb8iZFt1zfnPby,2009,0.578,0.403,0,-8.584,0,0.0304,0.302,0.0,0.123,0.458,139.788
3024,Rosyln,4k7x3QKrc3h3U0Viqk0uop,2009,0.329,0.277,10,-13.111,0,0.0302,0.971,0.024,0.0971,0.121,159.719
3025,Zelda II (Title - Battle - Fairy - Palace),4gpjBYc0lAkhYnmnfMeq4g,2009,0.118,0.709,2,-8.903,1,0.0631,4.74e-05,0.88,0.0709,0.141,73.763
3026,Down,6cmm1LMvZdB5zsCwX5BjqE,2009,0.727,0.68,2,-4.498,1,0.0286,0.0101,0.0,0.0821,0.728,132.012
3027,Here We Are in the Years - 2009 Remaster,3Gc8fouZv4NnKbrWTE3SiR,2009,0.405,0.41,2,-12.012,1,0.0372,0.844,5.75e-06,0.0957,0.301,153.178
3028,She's Country,0PspNrE4MSjr1JeB4OW0jn,2009,0.553,0.872,1,-2.832,0,0.0782,0.198,0.0,0.0659,0.638,172.138
3029,Ducktales (the Moon),1xQvPFljQXA3GCK869ERvC,2009,0.257,0.72,7,-6.704,1,0.039,0.000158,0.821,0.157,0.424,82.513
3030,BedRock,3iL2l5gUqyPS6vDwJFgJTR,2009,0.733,0.664,8,-6.163,1,0.295,0.102,0.0,0.191,0.557,148.005
3031,All Those Years Ago - 2009 Mix,2QGm9TCIdIn7ZaI6dAEm6u,2009,0.571,0.61,2,-6.57,1,0.0298,0.367,0.00125,0.188,0.567,125.494
3032,Boot Scootin' Boogie,7Fq9RwQxSn3kW85PrDUf0M,2009,0.656,0.817,11,-4.296,0,0.0435,0.22,0.0,0.304,0.862,130.448
3033,Losing a Whole Year - 2006 Remaster,4OtTVS1297d8h56MAX4Wpy,2009,0.409,0.86,4,-5.036,1,0.0369,3.68e-05,0.000204,0.0816,0.554,175.671
3034,Memories (feat. Kid Cudi),4dTaAiV9xFFCxnPur9c9yL,2009,0.561,0.87,8,-6.103,1,0.343,0.0015,2.82e-06,0.246,0.498,129.98
3035,The Name (ONEW),6OA0dw9hMowClxyDThmAAJ,2009,0.549,0.534,9,-4.71,1,0.0275,0.313,0.0,0.0891,0.241,127.942
3036,Dog Days Are Over,1YLJVmuzeM2YSUkCCaTNUB,2009,0.492,0.81,7,-5.315,1,0.0847,0.0416,0.00379,0.117,0.245,149.954
3037,Ghosts N Goblins,2pZDhsmGRSkRgWNfkDr70S,2009,0.278,0.788,7,-8.439,1,0.0434,4.15e-06,0.967,0.0681,0.542,92.997
3038,Little Lion Man,6JnufVNLIO5F5Lk4sEVLeI,2009,0.517,0.481,5,-8.273,1,0.0272,0.0293,1.79e-05,0.0903,0.461,138.51
3039,SHINee Girl,5RNJtcXvXdTu8BqmFwXE8P,2009,0.777,0.92,4,-2.261,0,0.215,0.115,0.0,0.0679,0.838,100.011
3040,I Will Not Bow,2yXyz4NLTZx9CLdXfLTp5E,2009,0.533,0.955,8,-3.708,1,0.0653,0.000165,1.36e-05,0.38,0.55,107.984
3041,Castlevania III (the Beginning),7GlixhQpXo76vgALqoJ3L5,2009,0.161,0.693,7,-8.539,0,0.0512,2.75e-06,0.863,0.232,0.484,109.784
3042,Bad Company,7uIF6RDrW2PwvvYEMkanr8,2009,0.558,0.886,11,-4.196,0,0.0482,0.000595,9.91e-05,0.0904,0.171,114.041
3043,Get Down (KEY&MINHO),5ES0k0HhhRxudud5zyCsrp,2009,0.708,0.993,10,-1.092,0,0.114,0.0641,4.27e-05,0.0828,0.801,106.955
3044,Secrets,1NhPKVLsHhFUHIOZ32QnS2,2009,0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021
3045,This Years Most Open Heartbreak,1AZ8CSdziuczeW2ckUPvO2,2009,0.497,0.967,1,-4.913,0,0.0782,0.00125,6.72e-06,0.0522,0.368,98.972
3046,Big Green Tractor,4KAzYqfcijCSZa2P3etHoM,2009,0.623,0.59,4,-5.014,1,0.028,0.646,0.0,0.295,0.579,137.071
3047,Another Year - 2006 Remaster,0mrui4YU819ofTR3q3tSWi,2009,0.494,0.494,4,-9.736,1,0.0262,0.49,0.0,0.299,0.435,136.844
3048,My Maria,09qzRI951OVkXGCc33gzcT,2009,0.673,0.842,3,-4.627,1,0.0366,0.06,0.000257,0.178,0.898,125.57
3049,Get Back - Remastered 2009,0icmsDk2VZtogMojOcBmBy,2009,0.761,0.592,2,-9.836,1,0.0586,0.492,0.00626,0.61,0.332,123.095
3050,Home,7w5cxTEzp1rfV3KCy0Bd5N,2009,0.542,0.589,2,-6.623,1,0.0318,0.292,0.000522,0.177,0.137,111.665
3051,Holding Back the Years - 2008 Remaster,1yg7fwwYmx9DQ2TdXUmfpJ,2009,0.707,0.514,9,-8.885,0,0.0281,0.58,0.000159,0.0953,0.524,86.035
3052,Imma Be,5OiLJ8tjUPFiPX2gVM8fxJ,2009,0.597,0.517,0,-6.963,1,0.365,0.179,0.0,0.307,0.412,92.035
3053,The Vocaloid Songs 10 Years Later,06YMPKuUvotChaFe8DC1lc,2009,0.658,0.737,0,-5.028,1,0.0333,0.214,1.58e-05,0.0847,0.382,95.979
3054,You Found Me,4IoYz8XqqdowINzfRrFnhi,2009,0.338,0.803,8,-5.412,0,0.0413,0.0187,0.0,0.136,0.4,151.994
3055,Gap Year 2008,0Sbb2ST9tXiKBkQw7XUZrw,2009,0.651,0.89,0,-4.745,0,0.0563,0.196,7.22e-05,0.301,0.866,149.979
3056,Run This Town,7LR85XLWw2yXqKBSI5brbG,2009,0.632,0.924,1,-1.802,1,0.29,0.281,0.0,0.263,0.441,86.844
3057,I Saw Her Standing There - Remastered 2009,4snBNKn7vD8PeQDAUJX3rT,2009,0.491,0.801,4,-9.835,1,0.0361,0.27,0.0,0.0665,0.971,160.114
3058,Fire Burning,2oENJa1T33GJ0w8dC167G4,2009,0.839,0.804,1,-2.513,1,0.0329,0.0192,0.0,0.331,0.888,122.973
3059,Oh Yeah - 2009,5aa82g5ZDR4QBodG6OK4yi,2009,0.812,0.765,11,-9.262,0,0.0792,0.0148,0.223,0.108,0.814,136.045
3060,21 Guns,64yrDBpcdwEdNY9loyEGbX,2009,0.268,0.742,5,-4.939,1,0.0355,0.0518,0.0,0.626,0.416,159.779
3061,Slow Down - Remastered 2009,0EDMATjyyaPMFr29TPnYMN,2009,0.494,0.799,0,-7.327,1,0.0628,0.707,4.64e-06,0.313,0.84,168.617
3062,1901,3FM33HqRlV7J1QJoPOnd2u,2009,0.591,0.831,0,-5.647,1,0.0415,0.0605,4.67e-05,0.19,0.705,144.084
3063,Hungry Years - 2009 Remastered Version,206zUjaGiZ7uDGX5fkvQhD,2009,0.422,0.803,1,-9.401,1,0.0526,0.00235,0.755,0.202,0.315,144.893
3064,Day 'N' Nite (nightmare),5wfllwdjglyQislkskYLBv,2009,0.881,0.441,11,-6.278,0,0.0646,0.48,9.08e-06,0.119,0.804,138.014
3065,Warp 2.0 (feat. Steve Aoki),2gv6DUg1dSwgsIHrhLsFv6,2009,0.72,0.782,6,-3.144,0,0.334,0.00125,0.873,0.051,0.597,130.052
3066,All I Wanted,1Bv3h7Vc4AaYA2BcSM3rVd,2009,0.494,0.723,6,-4.559,0,0.0441,0.0192,0.0322,0.134,0.152,144.036
3067,Summer of 300 Years,5hhw7WkW1tJ5hFVEme6Mle,2009,0.22,0.111,4,-20.323,1,0.0339,0.951,0.852,0.0995,0.0901,171.957
3068,Hero,4CbKVDZkYKdv69I4bCaKUq,2009,0.533,0.967,1,-2.543,1,0.0995,0.00791,0.0,0.336,0.782,142.018
3069,Symfo (Sunrise Festival Theme 2009) [ASOT 437] - Original Mix,3kObPruyrhvOyluiKNw0bv,2009,0.663,0.772,11,-8.455,1,0.0509,0.000157,0.905,0.327,0.49,133.0
3070,Obsessed,3IcIIZMMS7UArJJPtEHXG8,2009,0.742,0.468,10,-5.557,0,0.0625,0.0465,0.0,0.826,0.369,86.443
3071,Summer of 300 Years,7GfVNjOYyyvp39tg2c2DO9,2009,0.22,0.111,4,-20.323,1,0.0339,0.951,0.852,0.0995,0.0901,171.957
3072,Smile,4ZC8hXXqu2hPcDLw9QTdtQ,2009,0.541,0.812,4,-3.764,1,0.0336,0.203,0.0,0.42,0.607,141.056
3073,New Years Eve (2012 demo),5xVnK48prhatwjZrq4hhkF,2009,0.286,0.422,4,-6.426,1,0.0327,0.375,0.763,0.156,0.689,91.221
3074,Cooler Than Me (feat. Big Sean),2DPYlWl50ydYsnnuryL5aX,2009,0.837,0.515,7,-4.065,0,0.0793,0.103,0.0,0.233,0.769,129.001
3075,You Can't Do That - Remastered 2009,1ermxosci1XQQ0TKQ5F366,2009,0.613,0.788,0,-6.251,1,0.0334,0.367,0.0,0.382,0.961,129.158
3076,Home - 2019 - Remaster,7KWGfnsUU4Ri46TIvjpAPx,2009,0.53,0.634,2,-5.759,1,0.0311,0.249,0.000622,0.0979,0.106,111.615
3077,Got To Get You Into My Life - Remastered 2009,6AO4AmTDqj59Ua6ryYcVHF,2009,0.521,0.524,0,-6.135,1,0.0302,0.42,9.27e-06,0.0838,0.712,136.679
3078,Two Weeks,0iTpQYzJnYgh7kIxyq8A2O,2009,0.537,0.712,5,-5.597,1,0.0286,0.289,0.00568,0.08,0.704,159.871
3079,Just Ready to Dance (B.O.T.Y.),7GbEDHlXQrkExSptwRLUU3,2009,0.375,0.95,1,-6.535,0,0.062,0.0018,0.382,0.367,0.962,162.681
3080,Good Life,6OtCIsQZ64Vs1EbzztvAv4,2009,0.634,0.69,6,-7.804,1,0.052,0.0771,0.0,0.132,0.645,94.988
3081,B-Boys War,271GpOSq4vLHfMjJh1BdWc,2009,0.715,0.891,1,-8.351,1,0.0737,0.0532,0.81,0.306,0.576,120.034
3082,The Only Exception,7JIuqL4ZqkpfGKQhYlrirs,2009,0.452,0.563,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,137.715
3083,Warp 1.9 (feat. Steve Aoki),6jgvolfN4LUKL4KPGImrbg,2009,0.654,0.6,1,-6.174,1,0.264,0.0011,0.882,0.0403,0.406,130.166
3084,The Cave,7IxVWmdabNVhfLBV3JD0nJ,2009,0.595,0.506,4,-9.682,1,0.0388,0.0464,0.000138,0.107,0.346,141.981
3085,Handle Ya Bizniz,3kiD7sVfygnEriIbDETtBZ,2009,0.645,0.82,7,-5.954,1,0.0636,0.00214,0.0,0.221,0.826,159.971
3086,Soundtrack 2 My Life,1cdC9TCqyLwAlsw3fVJaJS,2009,0.464,0.754,9,-6.653,0,0.128,0.465,1.57e-05,0.37,0.444,86.501
3087,B.Boy Style,2jARuIpUiSWpabMYM57C18,2009,0.648,0.74,10,-7.671,0,0.0975,0.00054,0.0432,0.134,0.342,119.993
3088,Sexy Bitch (feat. Akon),0uXO2GrNiIb1xHT9LUdxZE,2009,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011
3089,Music Is My Life,4CJZ0Anfb3Ve7knSzlyKzF,2009,0.669,0.93,6,-6.82,0,0.0532,0.00109,0.341,0.216,0.828,126.985
3090,The House That Built Me,02eD9ymfJOJOhM97HYp5R9,2009,0.525,0.3,5,-8.005,1,0.0286,0.578,8.3e-06,0.116,0.206,80.993
3091,I Got the Blues,4IKP2r5yvufoDdamX5YSan,2009,0.749,0.48,10,-9.283,1,0.07,0.0316,0.000265,0.321,0.704,135.65
3092,Forever,5UsLjwBaTHBX4ektWIr4XX,2009,0.457,0.906,5,-2.278,0,0.342,0.249,0.0,0.182,0.54,104.02
3093,Skylines,6XaAZano0w9zCJfI3waytH,2009,0.463,0.473,8,-12.397,1,0.0523,0.909,0.967,0.865,0.411,116.557
3094,Forever,6HSqyfGnsHYw9MmIpa9zlZ,2009,0.415,0.926,5,-1.304,0,0.374,0.253,0.0,0.256,0.542,158.423
3095,Johnny The Fox [ASOT 437] - Barnes & Heatcliff Remix,0ryyovCFd9Dm7ansyMPblr,2009,0.745,0.779,5,-9.089,0,0.267,6.43e-05,0.921,0.099,0.654,129.96
3096,Knock You Down,58FUwmyGUqkt53YPUcm7cJ,2009,0.588,0.877,8,-4.78,1,0.16,0.00952,0.0,0.171,0.645,155.165
3097,Biser balkanski,3WJJX4xjyFYWMerAmNy3tU,2009,0.406,0.457,8,-13.824,1,0.0438,0.295,0.00355,0.244,0.34,140.419
3098,Uprising,4VqPOruhp5EdPBeR92t6lQ,2009,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019
3099,WARP 1977 (feat. Steve Aoki & Bobermann),640TpzmpEqpHv1yVXNWz8I,2009,0.517,0.942,8,-6.309,1,0.046,0.000416,0.342,0.123,0.0395,129.867
3100,When I Look At You,7ywzEdEuVG1lsjsRCGJfLy,2009,0.459,0.545,6,-4.874,1,0.0282,0.142,0.0,0.105,0.194,137.941
3101,Nothing But You [ASOT 437] - Super8 & Tab Remix,0a8DqS2oK6WdqPr5ZlBKyp,2009,0.498,0.874,8,-9.164,1,0.0352,4.51e-05,0.968,0.364,0.704,132.985
3102,Birthday Sex,4NpDZPwSXmL0cCTaJuVrCw,2009,0.679,0.522,7,-5.603,0,0.0427,0.297,0.0,0.151,0.445,60.014
3103,CTRL.ALT.DELETE (In Qontrol Anthem 2009),4qjUVWM2BgIIpVtoF9uhp5,2009,0.7,0.917,5,-5.678,0,0.0986,0.0551,0.0248,0.118,0.386,150.011
3104,Rain Is A Good Thing,1YhFtqwcN138S6ng3MT1nN,2009,0.622,0.932,11,-4.66,0,0.0498,0.105,2.37e-06,0.328,0.519,108.051
3105,To the Sky,5ge3xMpYDuhDQmbLA26qax,2009,0.857,0.723,9,-8.871,0,0.35,0.76,0.132,0.13,0.72,102.125
3106,The Climb,0V8FYVlBFuXXTIvRnMbZyS,2009,0.327,0.588,4,-6.611,1,0.0336,0.0834,0.0,0.104,0.329,161.074
3107,Snake Bite,37tdslpUdrxE38OSCWEqXb,2009,0.816,0.601,1,-9.179,1,0.0568,0.376,0.0115,0.172,0.621,107.22
3108,Telephone,7rl7ao5pb9BhvAzPdWStxi,2009,0.825,0.832,5,-5.853,0,0.0403,0.00587,0.000789,0.114,0.713,122.021
3109,Stand Up,2THyvEUyWTcY2IUVMdKxhH,2009,0.697,0.899,8,-5.356,0,0.0653,0.0773,0.000241,0.571,0.783,99.524
3110,Gettin' You Home,28Sc21lrWcZD9Ov4rRkPJq,2009,0.639,0.678,7,-5.02,1,0.0278,0.44,1.45e-06,0.221,0.531,106.966
3111,Turn Around - Original Long Mix,0GVLAuUEUMdHrPMY2HkNXB,2009,0.835,0.826,11,-6.104,1,0.0475,0.0134,0.739,0.344,0.693,132.028
3112,Right Round,3GpbwCm3YxiWDvy29Uo3vP,2009,0.72,0.672,7,-6.852,1,0.0551,0.009,0.0,0.232,0.705,124.986
3113,ONE KISS,5aJNAgv4WJa38csmBuauRZ,2009,0.761,0.437,9,-7.672,1,0.115,0.2,0.0,0.111,0.472,143.951
3114,Meet Me Halfway,0xfpx7AiwgSKEtjotea2L6,2009,0.798,0.629,11,-6.857,0,0.0735,0.00474,2.17e-05,0.324,0.4,130.0
3115,Never Let the Rhythm Go,1zyua78WnBsVKj4RwKz1l5,2009,0.724,0.915,5,-6.935,0,0.0738,0.00849,0.0963,0.0725,0.843,125.011
3116,The Downfall Of Us All,1KHKeIouP04dDtl0EetgED,2009,0.588,0.881,0,-4.62,1,0.0666,0.000252,0.0,0.326,0.709,129.947
3117,Osaka Outlaw,5jJZqP4bzuI7MOULkB3kOi,2009,0.649,0.971,9,-8.526,1,0.0301,0.00679,0.861,0.115,0.927,114.971
3118,Sweet Disposition,5RoIXwyTCdyUjpMMkk4uPd,2009,0.531,0.821,2,-6.812,1,0.0439,0.0701,0.171,0.124,0.34,129.139
3119,Rain [ASOT 437] - Cosmic Gate Remix,24cfQEudKQAKTphaNrCBRR,2009,0.548,0.73,6,-9.361,0,0.0421,0.000136,0.949,0.06,0.772,132.046
3120,Total Eclipse of the Heart,7wuJGgpTNzbUyn26IOY6rj,2009,0.431,0.723,8,-5.887,1,0.056,0.145,0.0,0.375,0.189,130.547
3121,Never Say Never [ASOT 437] - Omnia Remix,1lHOes098xjgWLqFCQvcS3,2009,0.594,0.884,0,-8.207,0,0.0415,0.000241,0.00235,0.161,0.523,131.044
3122,Bulletproof,3kMrazSvILsgcwtidZd1Qd,2009,0.674,0.882,3,-2.771,0,0.0477,0.000441,6.47e-05,0.068,0.682,123.016
3123,Light To Lies [ASOT 437] - Gareth Emery Remix,3SRKA6fWECciZQe6RitSQZ,2009,0.579,0.834,11,-9.27,0,0.0407,3.15e-05,0.0401,0.526,0.794,129.995
