,Name,Id,Year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
8288,Chicks Dig It - Single Edit,0nprj2O0teCglthuhzTG5o,2003,0.596,0.921,7,-4.987,1,0.0504,0.0221,0.0,0.303,0.703,104.024
8289,Chains of Love,5DiAaNnkaQtJ8J3bbW2wN7,2003,0.57,0.89,1,-6.649,0,0.0395,0.00825,0.87,0.16,0.254,134.985
8290,American Soldier,0oVWPlnK5eAqnJCVB0FvpP,2003,0.565,0.541,9,-8.426,1,0.0376,0.193,3.45e-06,0.0582,0.226,82.006
8291,"Death, Murder, Kill (upgraded)",2bJLRVQWeZ3ZCnCLLuSgS5,2003,0.637,0.971,9,-7.683,1,0.0424,0.0454,0.74,0.0439,0.554,135.008
8292,Gangsta Nation,65iyI1iybyv5ecsfBHSdUf,2003,0.843,0.7,9,-3.249,0,0.26,0.127,0.0,0.876,0.675,95.05
8293,Dafür,33aMDgmtwdOTOx4IfV5fOX,2003,0.571,0.916,6,-4.722,0,0.0704,0.00176,0.0187,0.104,0.504,138.021
8294,Nothing On But The Radio,3SRuODYNV4j2ckkJ9Samju,2003,0.679,0.736,9,-5.954,1,0.026,0.0572,9.25e-06,0.139,0.664,109.444
8295,One United People (2003 Singapore National Song),2h5gMUxXk3OBfOX9KS5hiX,2003,0.488,0.76,11,-5.85,1,0.0381,0.35,0.0,0.358,0.501,79.962
8296,Grand Theft Autumn / Where Is Your Boy,3JOdLCIBzQYwHIvpN3isVf,2003,0.628,0.886,2,-3.805,1,0.0608,0.000706,0.0,0.275,0.72,135.45
8297,The Newcomer Of Seven Years,6m697qpTaG8U63mEuXf8Rb,2003,0.258,0.397,2,-7.632,0,0.0323,0.924,9.9e-05,0.107,0.206,177.063
8298,It's My Life,2fOxxLz9JVe53itq6pfBak,2003,0.606,0.75,8,-4.535,0,0.0306,0.00264,0.000788,0.321,0.771,126.316
8299,Elevation - Radio Edit,301HaUZ5b1POoQXVlnZruD,2003,0.395,0.904,1,-11.211,1,0.0321,0.00369,0.925,0.112,0.192,140.036
8300,Cold Hard Bitch,5u6fnmRO5V0PTl5M2Eekeu,2003,0.458,0.895,2,-3.972,1,0.0681,0.000219,0.000394,0.106,0.357,130.327
8301,Cartoon Orgy,1QnejeY8SkDjHZT4lAOHgn,2003,0.873,0.52,4,-8.958,0,0.236,0.00779,0.0,0.0595,0.432,99.987
8302,Almost Home,6FW9MTGMjR5A6q2o7PLuuz,2003,0.525,0.481,8,-6.715,1,0.0251,0.302,0.0,0.121,0.237,75.974
8303,Illusions,6EXNxEJeBsq3w1YF6sD1U0,2003,0.708,0.746,8,-8.376,1,0.206,0.071,0.0,0.205,0.762,155.985
8304,This One's for the Girls,01CnYyPXMFRzOFVQBU8WMb,2003,0.613,0.801,8,-4.431,1,0.0354,0.0626,1.15e-05,0.124,0.609,126.966
8305,Suicide Note,2P21C1lxdeRrgPfLSuo6xF,2003,0.625,0.677,2,-8.288,1,0.187,0.102,0.0,0.165,0.387,156.063
8306,The Artist In The Ambulance,0arNrzPygksLY2pEbRgBjw,2003,0.522,0.88,5,-4.104,0,0.0633,9.38e-05,0.00111,0.0812,0.701,174.762
8307,The One,3eZ4KcYvzd14Ye79tRl3WN,2003,0.524,0.659,7,-6.429,1,0.286,0.0611,0.0,0.114,0.406,149.741
8308,Sh-Boom - Single Version,6ZKB999ZdaFVgrYWvxkl49,2003,0.676,0.448,5,-9.295,1,0.0514,0.79,0.0,0.124,0.867,136.572
8309,เธอเป็นแฟนฉันแล้ว,2cRbRtYIy3LSlT8qOCz4bL,2003,0.774,0.496,7,-6.232,1,0.0358,0.0715,0.0226,0.104,0.572,144.042
8310,Let's Get It Started - Spike Mix,3qK8x4GZcIkzTz9JEqvIF5,2003,0.785,0.794,2,-2.197,1,0.113,0.103,0.0,0.196,0.783,105.0
8311,ความลับในใจ,3RN29xmOeZ4O1ZHh6g61dz,2003,0.644,0.517,2,-8.725,1,0.0274,0.147,2.06e-06,0.117,0.389,144.015
8312,Lying from You,3BmjRmFTESgWZLPSVGp8aG,2003,0.535,0.951,3,-3.324,0,0.18,0.00777,0.0,0.0669,0.723,160.102
8313,Calabria - Radio Edit,5jz3VzF7O9XYwK7GhhpnKF,2003,0.596,0.821,1,-9.745,1,0.0324,4.93e-05,0.646,0.112,0.688,127.941
8314,This Will Be (An Everlasting Love),241RmK77gecJ1y7jOoQ5lu,2003,0.682,0.605,8,-10.771,1,0.0403,0.185,0.00326,0.0469,0.914,125.96
8315,คิดถึงฉันไหมเวลาที่เธอ...,5MY44oMtQpZthcon9xuJDb,2003,0.618,0.713,6,-4.782,1,0.0257,0.343,0.0,0.107,0.546,147.977
8316,The Outsider,6CqYhhUPJORx1vvdTNc8jv,2003,0.328,0.843,6,-6.644,1,0.0887,0.000111,0.801,0.0496,0.422,113.329
8317,Until I'm Fine,1YSPnuK7nQJoRSYHVvR7ZT,2003,0.641,0.151,2,-15.917,1,0.0353,0.891,0.00077,0.106,0.523,145.46
8318,The Quiet Things That No One Ever Knows,3IlY76VbP31zwPY0S2EMjh,2003,0.202,0.797,6,-5.809,1,0.0729,0.0163,3.83e-06,0.0986,0.246,80.284
8319,Winners,2WW7zhuQ9GwY4R0L5t1xrI,2003,0.348,0.305,9,-13.647,1,0.0297,0.65,7.55e-05,0.0791,0.241,94.815
8320,Can't Let You Go (feat. Mike Shorey & Lil' Mo),6lrRIfQDcikJ5y5DtyZPuJ,2003,0.646,0.6,9,-6.569,1,0.458,0.231,0.0,0.0794,0.811,192.082
8321,If You're Not Scared,6sy1E0xbHOhUIShn8RrF8B,2003,0.463,0.787,2,-8.239,0,0.0352,0.0215,5.41e-06,0.0714,0.616,163.958
8322,No Letting Go,5dWfl2PBpKHpBVdz95wxK1,2003,0.496,0.819,5,-5.656,0,0.0444,0.0479,0.000215,0.177,0.317,100.215
8323,God In My Bed,6PUM4K5UxHmey9sD87wyDY,2003,0.371,0.109,1,-16.393,1,0.0326,0.769,0.378,0.11,0.166,143.613
8324,Milkshake - Radio Mix,2s0ouHqJebHfiQ6C1GUFJd,2003,0.891,0.77,1,-6.124,1,0.0439,0.00862,0.0315,0.155,0.819,112.997
8325,Busy,1l2UQj2KTIOe6h4fwxU5lF,2003,0.503,0.512,2,-10.072,1,0.0316,0.00938,2.43e-06,0.355,0.256,122.154
8326,He's a Pirate,08QaHlMPWuO5PUxjl61bXn,2003,0.465,0.687,10,-10.964,1,0.0495,0.0206,0.929,0.121,0.13,70.507
8327,Little Man,21FHztGe4YlWOvC3DFLzeT,2003,0.717,0.198,4,-15.904,1,0.0279,0.8,0.00261,0.115,0.25,95.001
8328,Holidae In,0FmCLEHfINGqwlyzvklNqy,2003,0.81,0.791,7,-5.909,1,0.181,0.0893,0.0,0.0838,0.948,153.067
8329,The Ballad Of Lea & Paul,4d69uNJC4F1zNxfKxE48OH,2003,0.553,0.922,0,-6.393,1,0.0644,0.344,0.0,0.0922,0.489,133.052
8330,Eres,6kdCN6gTWLcLxmLXoUcwuI,2003,0.583,0.731,9,-6.18,0,0.0271,0.0107,0.0136,0.238,0.446,149.987
8331,Black Tower,4XAZqbndGYXs6gBWjoagMc,2003,0.351,0.944,5,-9.556,0,0.0809,0.000223,0.00125,0.126,0.33,105.748
8332,Do You Love Me - Mono Single,5MbNAHqNksNDycMZ0WUaO5,2003,0.62,0.81,5,-6.594,1,0.039,0.432,0.0,0.0843,0.793,150.737
8333,Desert Reign,01WSvd7RMBzX3qPv2oFDkc,2003,0.325,0.419,6,-13.092,1,0.065,0.716,0.944,0.499,0.0338,110.01
8334,Unholy Confessions,78XFPcFYN8YFOHjtVwnPsl,2003,0.447,0.876,2,-5.446,0,0.066,0.000359,0.00103,0.255,0.532,92.535
8335,Expedition,12ewHEJZCM9mxDlBbLQWW6,2003,0.547,0.862,6,-7.468,0,0.0413,0.0142,0.252,0.272,0.37,136.824
8336,Stillborn,3tS1VMpxp9bLn46Cyh09el,2003,0.585,0.881,5,-4.719,0,0.0366,2.27e-05,0.000939,0.376,0.425,107.028
8337,Eternity,0l4nTjV36R1XxDWMaMRhQa,2003,0.305,0.931,3,-8.931,0,0.0713,0.000206,0.000164,0.104,0.373,106.857
8338,If I Can't,7JeKXMQKm6GoLGTkNy2jZ0,2003,0.892,0.631,11,-2.522,0,0.302,0.244,0.0,0.0235,0.838,93.975
8339,Ascension,5b0nhQtNjk7SKnEPHTNohb,2003,0.476,0.278,10,-15.102,0,0.0404,0.808,0.403,0.138,0.0717,115.037
8340,Plush,2TAQ9YGehOKWDqDak5DuXc,2003,0.417,0.913,7,-6.049,0,0.0441,0.00248,1.09e-06,0.166,0.439,144.591
8341,We Are Not Separate,0oHxSdMfsOs7GShiY8H5CN,2003,0.344,0.913,1,-5.998,0,0.0434,0.00126,0.000595,0.071,0.594,129.185
8342,One Thing,2BepFzUWfczDk68DXj10w3,2003,0.588,0.555,1,-9.401,1,0.0334,0.447,0.0,0.0806,0.445,151.991
8343,Creation,0cup93aPHyhq9ILBhiRaTs,2003,0.269,0.844,1,-9.673,1,0.0495,0.000134,0.853,0.0469,0.407,153.243
8344,In Those Jeans,5ojJNnX5ND2gMGojPd3NiO,2003,0.691,0.541,1,-5.873,1,0.0776,0.508,0.0,0.0753,0.319,127.683
8345,The Gleeman,4AhrJM7EMXyURmTFTfzpyG,2003,0.304,0.956,8,-8.349,1,0.0667,0.000471,0.0915,0.0878,0.384,103.767
8346,A Favor House Atlantic,4KliQFRlvNKnlVYzMMbSMq,2003,0.294,0.97,4,-4.942,1,0.265,0.000706,0.0,0.123,0.144,166.475
8347,Heaven,1hDHVW4hSR8rjDtuQ6Bjnb,2003,0.3,0.971,1,-7.509,1,0.075,0.000266,2.9e-06,0.138,0.475,103.189
8348,Girl's Not Grey,3fttmSWGThBQTNkuHMoCTN,2003,0.389,0.905,8,-4.494,0,0.0354,0.00844,0.00016,0.124,0.672,121.836
8349,We Three Kings,6NzqrAnZ8Y7DHFSA5vOsFL,2003,0.0958,0.462,4,-13.4,0,0.036,0.00809,0.66,0.101,0.0638,177.76
8350,Officer,28OkLLntKaxV9Fxk79sQkD,2003,0.722,0.868,4,-4.523,1,0.109,0.559,0.000779,0.447,0.633,95.021
8351,Milllennium,4iqgRHPYpq6katMNaCemob,2003,0.436,0.987,6,-8.023,0,0.0843,4.52e-05,0.211,0.0963,0.295,151.748
8352,All Night Long (All Night) - Single Version,2Wb9ejnmy27DUTUe9YF5Ew,2003,0.739,0.576,1,-12.024,1,0.0472,0.122,0.00206,0.0482,0.78,108.81
8353,Rise Again,1BHmKczU1evxAO5ugSZLzc,2003,0.577,0.885,5,-8.554,0,0.0474,4.24e-05,0.0206,0.16,0.0392,106.285
8354,El Indio Enamorado,77Yhcsal6ceWoLqYbDCeaZ,2003,0.65,0.427,9,-5.306,1,0.0515,0.742,2.15e-06,0.133,0.916,95.547
8355,New Allegiance,3HvyojqCpXBajKCT0d3m1S,2003,0.568,0.782,9,-6.637,0,0.0423,0.336,0.914,0.341,0.966,160.238
8356,Miss Independent,2CZi8d774dBB0wiuWMIpr8,2003,0.655,0.623,11,-6.302,0,0.116,0.0861,0.000346,0.0652,0.615,175.973
8357,Where I Reign,7jFn4Z93XDuTOBDe1XvwZK,2003,0.388,0.744,11,-8.086,0,0.0454,0.0822,0.196,0.113,0.275,140.942
8358,Collide - Acoustic Version,5rwq6R0Uq0BngM3rdmCeNg,2003,0.582,0.253,10,-11.43,1,0.0259,0.827,2.95e-05,0.091,0.294,90.186
8359,Rhydin,1gF3as4jxosYIAVFfwgQas,2003,0.352,0.747,6,-8.911,1,0.036,0.00967,0.00832,0.179,0.34,120.017
8360,When U Love Somebody,68Euox5QCQrf0sMI847CfC,2003,0.723,0.763,7,-6.366,1,0.0262,0.122,0.00543,0.343,0.586,120.961
8361,Schaufensterpuppenarsch - Electro Killer Doll Remix by Die Braut,73uCEIwimrOcKhqqjpHbz2,2003,0.548,0.956,0,-6.071,1,0.032,0.00101,0.427,0.177,0.669,135.011
8362,Naughty Girl,0YGQ3hZcRLC5YX7o0hdmHg,2003,0.588,0.461,6,-8.686,0,0.161,0.237,1.54e-05,0.0913,0.659,200.053
8363,Gottlos,2H6ADx3PPlxV2ouWR2BmFp,2003,0.656,0.995,1,-5.988,1,0.0418,0.00133,0.703,0.135,0.701,124.998
8364,Nemo Egg (Main Title),7jSQaXLzpLHjSQTev2krvT,2003,0.164,0.0248,5,-27.25,1,0.0462,0.98,0.967,0.103,0.0553,79.083
8365,Bis das Blut gefriert - Die Braut Remix,2UOqYjkZTpgoQrzTEmqibw,2003,0.542,0.981,0,-5.734,1,0.0402,4.11e-05,0.513,0.36,0.844,140.019
8366,Breaking the Habit,4HcDu9IGRCvSTJE4yW5Ugv,2003,0.579,0.849,4,-5.218,0,0.0303,0.108,0.0,0.0909,0.581,100.021
8367,Paranoid Destruction,2iuWRoNc88VmSPds009cnC,2003,0.602,0.815,7,-6.36,0,0.031,0.000236,0.696,0.0924,0.317,110.009
8368,Wanna Get To Know You,1dHJETCn2X1R1YwVlMvSza,2003,0.513,0.826,10,-3.651,0,0.132,0.106,0.0,0.0675,0.889,76.91
8369,Wahre Liebe,1yXzi1WKlrVC9Rpa384hqd,2003,0.723,0.956,7,-5.26,1,0.126,0.0868,0.00138,0.58,0.433,134.983
8370,True To Myself,5N0lcnJTtKj4wNDvurHige,2003,0.88,0.564,1,-6.431,1,0.0498,0.0786,0.0,0.0565,0.83,99.019
8371,New year 2003,0SHh2jLfXDOxMgnUvdCEv8,2003,0.204,0.655,1,-8.542,1,0.0298,1.8e-05,0.614,0.192,0.22,102.71
8372,Mud on the Tires,4AQWKGBWTR7fVuUKxi5sKE,2003,0.445,0.744,2,-7.978,1,0.0424,0.343,6.73e-05,0.167,0.48,185.199
8373,2003 (Happy New Year),17UFnRKL4lOBTKQZmNGTfe,2003,0.543,0.184,6,-14.169,1,0.0646,0.815,7.38e-06,0.126,0.144,113.848
8374,Baby Boy (feat. Sean Paul),4WY3HyGXsWqjFRCVD6gnTe,2003,0.655,0.488,1,-9.17,1,0.22,0.0825,1.16e-06,0.221,0.791,91.025
8375,The Live Years (2003),0JF53x2UvjPDG0DSPYSgn7,2003,0.656,0.893,11,-8.455,0,0.0536,1.47e-05,0.769,0.183,0.196,140.01
8376,Dale Don Dale,1PZrHbJjt5t7dP9OGRxcD0,2003,0.831,0.818,2,-7.827,1,0.0825,0.0242,0.000336,0.0892,0.807,95.023
8377,Hard Hard Year - 2003 Remaster,0S4HJBqIfDeFTSkf8naGGn,2003,0.273,0.424,4,-8.132,0,0.0359,0.331,0.0,0.116,0.329,182.632
8378,You Send Me,0BFEyqJ9DJXS7gKg0Kj46R,2003,0.553,0.291,4,-10.426,0,0.0301,0.878,0.0,0.129,0.407,96.217
8379,Million Years Blues - Remastered 2003,2z3QbvScH4Ccyam5aAj13Z,2003,0.627,0.232,0,-14.395,1,0.106,0.88,7.46e-06,0.334,0.88,85.196
8380,Just Like You,0CA3RxBx2xSQXPfpmUBK1v,2003,0.373,0.737,1,-5.282,1,0.0297,9.4e-06,0.0,0.0696,0.565,177.9
8381,Hard Hard Year - 2003 Remaster,7sGZKlj7aDICHHA5ScE0FB,2003,0.273,0.424,4,-8.132,0,0.0359,0.331,0.0,0.116,0.329,182.632
8382,El Águila Blanca,0crJsMs5FmnMHvQG1itkc0,2003,0.821,0.807,0,-4.52,1,0.0457,0.129,0.0,0.0653,0.977,149.343
8383,Vibes Of Year 2003(1),6wXdGo4emnSafuOoJyK6vU,2003,0.438,0.354,0,-29.134,1,0.0938,0.104,0.901,0.0724,0.465,97.429
8384,I Miss You,1AdYZ6X00nXmO613Y7GJOl,2003,0.423,0.714,11,-8.295,1,0.045,0.00113,6.28e-06,0.0855,0.593,110.017
8385,2003 Song of the Year,57aPl9gsudTXoXPYNtuaXJ,2003,0.548,0.265,0,-20.106,1,0.0393,0.988,0.937,0.0712,0.292,107.007
8386,Andar Conmigo,05iMQqncVBIm4AE26EvaTL,2003,0.77,0.585,0,-8.06,1,0.0285,0.3,0.0,0.116,0.912,116.994
8387,New Year 2003 (Masanya Soundtrack),1c7eeKLlUqXq1VA9pzpzJv,2003,0.449,0.644,8,-8.485,1,0.0252,2.07e-05,0.76,0.196,0.255,102.711
8388,Calling All Angels,0E29BKKGCJHcb7b9oIWgGB,2003,0.454,0.839,3,-5.368,1,0.0441,0.0746,0.0,0.279,0.529,166.166
8389,1993-2003 : Our First Ten Years,32WABxvYZEDXKYwLlyl28g,2003,0.478,0.448,6,-4.795,0,0.0262,0.691,2.05e-06,0.146,0.196,140.447
8390,Figured You Out,1Yuim9eHBfG8YUJII28XDF,2003,0.544,0.867,10,-5.527,1,0.0517,2.63e-05,0.0165,0.266,0.726,93.925
8391,Younger Years - Live at Continental NYC 2003,37z82hSMniUgwU2panzVnk,2003,0.311,0.72,0,-11.38,1,0.0545,0.728,0.0,0.939,0.578,103.908
8392,Breathing,0DxN6Ywom8nnndyQXdSBPy,2003,0.382,0.932,4,-3.726,0,0.0716,3.5e-05,0.0,0.243,0.57,179.581
8393,A Year In The Life - 2003 Remastered Version,6elQQwy9tDHOvOK5CmBwFC,2003,0.423,0.377,2,-10.856,1,0.0394,0.0205,0.00677,0.0911,0.105,118.324
8394,Just A Girl,6mfkHv00I6jhHIn7EWHJ2N,2003,0.635,0.937,2,-2.86,1,0.0452,0.0741,7.29e-05,0.134,0.779,108.003
8395,A Year In The Life - 2003 Remastered Version,6qUDMti4QJJC73E3SSIJ8m,2003,0.422,0.378,2,-10.856,1,0.0394,0.0205,0.00666,0.0911,0.105,117.271
8396,You Don't Know My Name,6LGwYMXXgURfaequXipzHx,2003,0.264,0.663,9,-8.264,1,0.187,0.59,0.00443,0.342,0.249,167.078
8397,A Year In The Life - 2003 Remastered Version,7HgeKwZvyIH453VVXXZX5C,2003,0.423,0.377,2,-10.856,1,0.0394,0.0205,0.00677,0.0911,0.105,118.324
8398,You Raise Me Up,4TbNLKRLKlxZDlS0pu7Lsy,2003,0.25,0.136,10,-12.162,1,0.037,0.673,0.000157,0.107,0.0981,118.086
8399,New Year's Eve 2003 (That Dream) (Feat. Nex Millen),6YMEQQqgnfsMSxyX5gwGpo,2003,0.443,0.917,6,-5.433,1,0.313,0.152,0.0,0.378,0.468,88.489
8400,Fly from the Inside,6kPDxVwJH5YtKeytA2rA6M,2003,0.482,0.916,5,-4.557,1,0.0473,3.51e-05,0.000588,0.0474,0.385,96.101
8401,2003,1C2HqWxFTxFb2ohwC2YJSo,2003,0.333,0.384,6,-10.126,1,0.0439,0.762,0.919,0.0831,0.162,175.886
8402,Faint,2uxL6E8Yq0Psc1V9uBtC4F,2003,0.554,0.978,4,-3.554,1,0.131,0.111,0.0,0.0731,0.594,135.095
8403,2003,4P5gX3oow5Gw9Re5uuyi5s,2003,0.161,0.982,0,-3.507,1,0.405,0.0187,0.0579,0.498,0.21,69.819
8404,La Cumbia De La Cerveza,2J0QDG9aKp41dl3nT9d9IQ,2003,0.688,0.725,9,-9.161,0,0.0626,0.474,0.857,0.291,0.671,182.067
8405,2003,5spDQ8QgBNpIXG5jORmsNB,2003,0.26,0.375,4,-13.619,0,0.0629,0.797,0.175,0.192,0.0658,135.474
8406,Act A Fool,28mv40MzspRZn0PBcO2itT,2003,0.573,0.906,9,-2.408,1,0.325,0.229,0.0,0.183,0.775,110.64
8407,For the Years 2002 and 2003 Which Were Lost to Me,2tQ2WhLWGacmIgdc8Crx0o,2003,0.437,0.596,6,-9.479,1,0.0383,0.156,0.00116,0.296,0.539,77.716
8408,Magic Stick,0aULRU35N9kTj6O1xMULRR,2003,0.849,0.499,2,-7.872,1,0.271,0.117,4.97e-05,0.268,0.504,92.982
8409,Drooling (2003),6d5fjEb7C1ehFn580gyJTe,2003,0.651,0.902,10,-5.595,0,0.0865,0.000751,0.681,0.106,0.565,130.032
8410,"Defying Gravity - From ""Wicked"" Original Broadway Cast Recording/2003",1bpnYrDCforv9ctJMzJRV8,2003,0.333,0.377,6,-8.282,1,0.0343,0.722,0.0,0.0333,0.245,87.613
8411,Dark Avenger 2003,2StMyBZiUngaxoMp0x9qCl,2003,0.27,0.909,8,-7.859,1,0.0699,4.51e-05,0.375,0.0642,0.0552,117.402
8412,Never Scared (feat. Killer Mike & T.I.) - Club Mix,4kmIO0yPq92dXtKCL28RfC,2003,0.586,0.927,11,-4.077,0,0.194,0.00924,1.85e-06,0.344,0.528,73.023
8413,Reminisce (2003),2VJeXGY3KzHYm6MDSYJpdl,2003,0.522,0.0867,7,-15.457,1,0.0564,0.851,0.628,0.284,0.0997,97.283
8414,Shake That Monkey (feat. Lil' Jon & The EastSide Boyz),3XabgBQYC7H80agKcAq83Y,2003,0.937,0.695,0,-6.932,1,0.134,0.000577,3.19e-05,0.295,0.457,99.997
8415,Bucs Song 2003,1VOf7x6bzGFphUO0dyPbbg,2003,0.298,0.921,4,-8.638,1,0.0635,0.00197,0.0,0.306,0.903,163.037
8416,Come Clean,2TZ1apxMDlubCGMsOxcTbT,2003,0.577,0.892,8,-5.121,0,0.0675,0.016,6.39e-05,0.299,0.454,118.096
8417,Beat My Drum (2003),61d5u1cV6bk7BlZtSt4JLG,2003,0.68,0.59,11,-10.408,0,0.0546,0.00107,0.897,0.102,0.544,133.032
8418,La Botella (Dos Botellas De Mescal),2m42oF2K5zPQalKjlGVuez,2003,0.786,0.605,7,-7.018,1,0.0827,0.197,0.0,0.161,0.922,115.71
8419,Point Zero - 2003 Mix,3amSYWBkYbqxPKPwjigUDB,2003,0.502,0.912,6,-8.355,1,0.0552,0.00836,0.72,0.157,0.168,127.984
8420,Somewhere I Belong,1d5UuboIPRMD4HaU3yycKC,2003,0.451,0.951,1,-3.754,1,0.0645,0.00038,2.39e-06,0.261,0.442,162.065
8421,Never Accept Defeat - 2003,00BMHmfl0gIPjWfHOmzJtD,2003,0.345,0.969,4,-4.001,0,0.245,0.000425,0.0,0.452,0.416,96.16
8422,Sic Transit Gloria ... Glory Fades,42A4dSYBf0g9OHreccqU5o,2003,0.645,0.704,8,-6.02,1,0.0396,0.0124,0.0,0.543,0.758,92.774
8423,Radiant Vision 2003,2mmjQSICiXv9Yo0qlik17v,2003,0.504,0.998,4,-8.74,0,0.0677,0.000214,0.889,0.163,0.188,144.987
8424,Son's Gonna Rise (feat. Robert Randolph) - New Radio Mix,52tjHPPO2jw6YOrL4pZepe,2003,0.598,0.786,9,-3.601,0,0.0463,0.0875,0.0,0.0945,0.547,79.785
8425,Liquid Frequency 2003,2eIwRPSF9Nj5ymFJZJXmZK,2003,0.523,0.903,6,-8.941,0,0.0333,0.0016,0.892,0.217,0.0942,144.993
8426,Sumérgeme,6Z31l856yEwyJqSBe3qLZ4,2003,0.49,0.51,0,-9.141,1,0.0368,0.628,0.0,0.967,0.197,90.307
8427,Down - 2003 Digital Remaster,5YvYrCs3dKnjOnmOKCONnK,2003,0.657,0.605,2,-9.702,1,0.0493,0.415,3.73e-06,0.343,0.789,130.402
8428,One Call Away,0UNTBB02C1aB55Fu4H63qd,2003,0.765,0.821,4,-5.926,0,0.183,0.0918,0.0,0.217,0.962,162.519
8429,Battle with the Mind (2003),3ezkfvFZLXuULsJABq4JBi,2003,0.774,0.806,11,-7.016,0,0.0595,0.000158,0.748,0.12,0.222,128.992
8430,Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,1n7omixiROWs5q6xpWiQuL,2003,0.793,0.698,11,-3.626,1,0.104,0.163,0.145,0.0745,0.339,130.017
8431,8 Long Years,5BFRKBVlWVPj5NayOZhbVw,2003,0.669,0.128,3,-13.259,1,0.0349,0.878,0.0101,0.11,0.131,107.986
8432,Hey Ma,6a8lMvYwJBwV4OtmdI1aDb,2003,0.764,0.669,8,-5.57,1,0.363,0.0285,5.09e-06,0.337,0.934,89.832
8433,Relax - 2003 Remaster,15RBlZuiAIKacp2Y2QEX1i,2003,0.626,0.296,1,-12.735,0,0.039,0.287,0.00108,0.164,0.592,115.64
8434,Weak And Powerless,7gDVjl5fEw2OPAtjbW4LzR,2003,0.483,0.841,1,-7.494,0,0.0523,0.000172,0.861,0.108,0.13,159.747
8435,Light Years,59WcyrlOMT8IFNdQtJNSlc,2003,0.349,0.0452,5,-28.653,1,0.0482,0.993,0.929,0.0736,0.0353,78.954
8436,The Hardest Button to Button,3RdQfyk7BBxxIx0zSnCBIw,2003,0.693,0.514,4,-8.489,0,0.0675,0.00972,0.323,0.103,0.553,128.47
8437,Searchin' - 2003 Remaster,2csxJLSQeT8TH2jNsaoTaC,2003,0.625,0.553,7,-8.735,0,0.0344,0.426,0.0,0.062,0.96,83.391
8438,White Flag,3adnLFXKO5rC1lhUNSeg3N,2003,0.509,0.538,5,-6.835,1,0.0379,0.306,5.03e-06,0.091,0.284,170.111
8439,Scarecrow Song - 2003 Digital Remaster,3Hy2ZRdFV69GyqcrPEORtC,2003,0.579,0.446,7,-11.686,1,0.0279,0.681,0.00701,0.118,0.502,141.789
8440,Everybody's Fool,0tWEB6BxbI48XN79QE1JbT,2003,0.437,0.835,2,-5.076,0,0.0405,0.00145,2.27e-05,0.245,0.296,95.111
8441,Last Year In Hawaii,0OtMt8npWJwJoAh189Nhua,2003,0.388,0.367,9,-15.831,0,0.0373,0.942,0.865,0.105,0.117,80.029
8442,Fruits Of My Labor,31nItlXwgCCFpttS50Rbxf,2003,0.341,0.234,8,-12.307,1,0.0423,0.703,0.000674,0.108,0.167,176.463
8443,Anthem 2003 - Radio Edit,1fR7VlGUDngTD8A9T3zPyf,2003,0.597,0.961,1,-5.609,0,0.0667,0.0218,0.952,0.292,0.063,137.982
8444,The Only,35ZmCVnfYRdK1iLGCxNhMa,2003,0.428,0.979,1,-2.929,1,0.225,7.04e-05,0.0,0.129,0.292,104.84
8445,Jackhammer Blues - 2003 Digital Remaster,7BsRmmLREyYvnvFuV4ZLcG,2003,0.734,0.753,0,-7.891,1,0.0424,0.122,0.123,0.168,0.962,114.334
8446,Out Of Control,6mjHiGwrRGE8LVCXVc5QDU,2003,0.443,0.973,4,-4.386,0,0.133,0.00161,0.0,0.353,0.458,157.872
8447,Soldier - 2003 Remastered Version,7CHKbruZ2SicINy5Ck4aUL,2003,0.645,0.627,0,-10.524,1,0.0356,0.0587,0.0392,0.0768,0.772,131.378
8448,"Quizás Si, Quizás No",2xVueNhj6UehdAPDBWK7DN,2003,0.634,0.738,5,-7.785,1,0.0608,0.477,1.12e-06,0.0935,0.859,167.718
8449,Groundhog - 2003 Remastered Version,6SJfGN81clCSPZUYnzjjfF,2003,0.573,0.355,10,-12.845,1,0.0791,0.636,0.188,0.102,0.69,133.852
8450,Don't Stay,27gUeiai56GKF6TxvmPJut,2003,0.488,0.995,1,-3.096,0,0.108,0.00153,0.0,0.911,0.679,90.058
8451,Garden - 2003 Remastered Version,3h7sKYnHnio9bHL6uWTMzJ,2003,0.417,0.556,7,-11.311,1,0.0312,0.0504,0.0175,0.197,0.481,110.622
8452,The Tide Is High - Radio Mix,5WuVWOngcRkMOx9RRLCvui,2003,0.776,0.693,7,-2.528,1,0.0314,0.0234,0.00177,0.0322,0.635,102.996
8453,Junkman - 2003 Remastered Version,1TYUk0eJm6vxBHQ6LD5xNb,2003,0.293,0.549,7,-11.782,1,0.169,0.0395,0.000288,0.162,0.266,150.752
8454,Like A Pimp,0DW5anNzTO7h0OlKqFsVQ6,2003,0.844,0.846,7,-5.167,1,0.176,0.00487,0.0,0.0784,0.91,144.079
8455,Light Years - Live,30rGc96zpFxdksDk6Ezjhg,2003,0.432,0.777,2,-5.368,1,0.0404,0.451,0.788,0.099,0.376,113.84
